, 100, 500, 5000, 10000, 50000, 100000, 200000, 300000, 400000, 500000, 600000, 700000, 800000, 900000, 1000000, 
tri_fusion, 0, 0, 0, 0, 10, 30, 70, 100, 140, 160, 210, 240, 290, 330, 410, 
tri_fusion, 0, 0, 0, 10, 10, 20, 60, 100, 140, 180, 220, 250, 290, 330, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 60, 100, 140, 180, 210, 260, 300, 340, 370, 
tri_fusion, 0, 0, 0, 10, 10, 40, 70, 100, 140, 180, 210, 250, 280, 320, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 70, 110, 140, 170, 210, 250, 290, 330, 360, 
tri_fusion, 0, 0, 0, 10, 10, 30, 60, 100, 140, 170, 210, 250, 290, 320, 360, 
tri_fusion, 0, 0, 0, 10, 10, 30, 70, 100, 140, 170, 220, 250, 290, 320, 360, 
tri_fusion, 0, 0, 0, 10, 10, 40, 60, 100, 130, 180, 210, 260, 290, 320, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 70, 110, 130, 180, 210, 250, 280, 330, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 70, 100, 140, 180, 210, 250, 290, 330, 360, 
tri_fusion, 0, 0, 0, 10, 10, 30, 60, 100, 140, 180, 210, 250, 290, 330, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 70, 110, 130, 170, 220, 250, 290, 330, 360, 
tri_fusion, 0, 0, 0, 10, 10, 40, 70, 100, 130, 180, 220, 250, 290, 330, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 70, 100, 140, 180, 210, 250, 290, 330, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 60, 100, 140, 180, 220, 250, 290, 330, 370, 
tri_fusion, 0, 0, 10, 0, 10, 30, 70, 110, 140, 180, 220, 250, 290, 330, 370, 
tri_fusion, 0, 0, 10, 0, 10, 30, 70, 100, 140, 170, 210, 250, 290, 330, 280, 
tri_fusion, 0, 0, 0, 0, 20, 30, 60, 100, 130, 180, 210, 230, 300, 330, 320, 
tri_fusion, 0, 0, 0, 0, 20, 30, 50, 80, 130, 180, 210, 250, 280, 320, 370, 
tri_fusion, 0, 0, 0, 0, 20, 30, 70, 100, 140, 180, 210, 230, 290, 320, 360, 

